0,1
0.0625,0.95544
0.125,0.837058
0.1875,0.700936
0.25,0.574964
0.3125,0.477632
0.375,0.392732
0.4375,0.316678
0.5,0.244022
0.5625,0.191823
0.625,0.170165
0.6875,0.14906
0.75,0.123022
0.8125,0.0900156
0.875,0.082759
0.9375,0.0907659
1,0.073183
